datasets/train_10000.csv datasets/test_40000.csv

Train accuracy, Val accuracy
Epoch 1: 0.34599998593330383 0.5009999871253967
Epoch 2: 0.5662500262260437 0.6414999961853027
Epoch 3: 0.6668750047683716 0.6625000238418579
Epoch 4: 0.6997500061988831 0.6735000014305115
Epoch 5: 0.7103750109672546 0.6919999718666077
Epoch 6: 0.7167500257492065 0.6980000138282776
Epoch 7: 0.7208750247955322 0.7099999785423279
Epoch 8: 0.7258750200271606 0.6995000243186951
Epoch 9: 0.7276250123977661 0.7129999995231628
Epoch 10: 0.7329999804496765 0.7139999866485596
Epoch 11: 0.7360000014305115 0.7294999957084656
Epoch 12: 0.7433750033378601 0.7064999938011169
Epoch 13: 0.7432500123977661 0.7365000247955322
Epoch 14: 0.7478749752044678 0.7304999828338623
Epoch 15: 0.7472500205039978 0.7179999947547913
Epoch 16: 0.7458750009536743 0.7400000095367432
Epoch 17: 0.7452499866485596 0.7310000061988831
Epoch 18: 0.7541249990463257 0.7300000190734863
Epoch 19: 0.7527499794960022 0.7390000224113464
Epoch 20: 0.75 0.7444999814033508
Epoch 21: 0.7597500085830688 0.7260000109672546
Epoch 22: 0.7588750123977661 0.746999979019165
Epoch 23: 0.7571250200271606 0.7509999871253967
Epoch 24: 0.762374997138977 0.7509999871253967
Epoch 25: 0.7638750076293945 0.7534999847412109
Epoch 26: 0.7627500295639038 0.7480000257492065
Epoch 27: 0.7639999985694885 0.7570000290870667
Epoch 28: 0.7651249766349792 0.7565000057220459
Epoch 29: 0.7673749923706055 0.7555000185966492
Epoch 30: 0.7691249847412109 0.7590000033378601
Epoch 31: 0.7706249952316284 0.7580000162124634
Epoch 32: 0.7735000252723694 0.7615000009536743
Epoch 33: 0.7699999809265137 0.7674999833106995
Epoch 34: 0.7691249847412109 0.7595000267028809
Epoch 35: 0.7706249952316284 0.7695000171661377
Epoch 36: 0.7735000252723694 0.762499988079071
Epoch 37: 0.7736250162124634 0.7584999799728394
Epoch 38: 0.7732499837875366 0.7595000267028809
Epoch 39: 0.7772499918937683 0.7605000138282776
Epoch 40: 0.7757499814033508 0.762499988079071
Epoch 41: 0.7764999866485596 0.7684999704360962
Epoch 42: 0.7727500200271606 0.7674999833106995
Epoch 43: 0.7761250138282776 0.7724999785423279
Epoch 44: 0.7774999737739563 0.762499988079071
Epoch 45: 0.7778750061988831 0.7720000147819519
Epoch 46: 0.7753750085830688 0.7590000033378601
Epoch 47: 0.777999997138977 0.7714999914169312
Epoch 48: 0.7760000228881836 0.7605000138282776
Epoch 49: 0.7793750166893005 0.762499988079071
Epoch 50: 0.7786250114440918 0.7705000042915344
Epoch 51: 0.7798749804496765 0.7764999866485596
Epoch 52: 0.7763749957084656 0.7705000042915344
Epoch 53: 0.7754999995231628 0.7570000290870667
Epoch 54: 0.7791249752044678 0.7730000019073486
Epoch 55: 0.780875027179718 0.7695000171661377
Epoch 56: 0.7803750038146973 0.7680000066757202
Epoch 57: 0.7789999842643738 0.7749999761581421
Epoch 58: 0.781499981880188 0.7674999833106995
Epoch 59: 0.7788749933242798 0.7760000228881836
Epoch 60: 0.7793750166893005 0.7664999961853027

CNN-LSTM  Final train acc: 0.7793750166893005
CNN-LSTM Test acc: 0.6640750169754028
